	TF	cell line	AUROC
0	AR	CG_A549	
1	ARID3A	CG_A549	
2	ATF1	CG_A549	
3	ATF2	CG_A549	
4	ATF3	CG_A549	0.5997271353033765
5	ATF4	CG_A549	
6	ATF7	CG_A549	
7	BACH1	CG_A549	
8	BATF	CG_A549	
9	BATF3	CG_A549	
10	BCL11A	CG_A549	
11	BCL6	CG_A549	
12	BHLHE40	CG_A549	
13	CBFB	CG_A549	
14	CEBPA	CG_A549	
15	CEBPB	CG_A549	0.259658029182731
16	CEBPD	CG_A549	
17	CEBPG	CG_A549	
18	CEBPZ	CG_A549	
19	CREB3	CG_A549	
20	CREB3L1	CG_A549	
21	CREM	CG_A549	
22	CTCF	CG_A549	0.8360026509267201
23	CTCFL	CG_A549	
24	CUX1	CG_A549	
25	E2F1	CG_A549	
26	E2F4	CG_A549	
27	E2F6	CG_A549	0.6297376263418549
28	E2F8	CG_A549	
29	EBF1	CG_A549	
30	EGR1	CG_A549	
31	ELF1	CG_A549	0.6711392175331954
32	ELF3	CG_A549	
33	ELF4	CG_A549	
34	ELK1	CG_A549	
35	ELK4	CG_A549	
36	ERG	CG_A549	
37	ESRRA	CG_A549	0.5091038650236263
38	ETS1	CG_A549	0.7559368534241383
39	ETV1	CG_A549	
40	ETV4	CG_A549	
41	ETV5	CG_A549	
42	ETV6	CG_A549	
43	FOS	CG_A549	
44	FOSL1	CG_A549	0.7815381311209839
45	FOSL2	CG_A549	0.6538162655006134
46	FOXA2	CG_A549	0.6465502321575908
47	FOXA3	CG_A549	
48	FOXO3	CG_A549	
49	FOXP1	CG_A549	
50	GABPA	CG_A549	0.7482058039741124
51	GATA1	CG_A549	
52	GATA2	CG_A549	
53	GATA3	CG_A549	0.8137781636384986
54	GATA4	CG_A549	
55	GFI1B	CG_A549	
56	HES1	CG_A549	
57	HLF	CG_A549	
58	HNF1A	CG_A549	
59	HNF4A	CG_A549	
60	HNF4G	CG_A549	
61	HOMEZ	CG_A549	
62	HOXB13	CG_A549	
63	HSF1	CG_A549	
64	IRF1	CG_A549	
65	IRF2	CG_A549	
66	IRF3	CG_A549	
67	IRF4	CG_A549	
68	IRF5	CG_A549	
69	JUN	CG_A549	0.7861920989600704
70	JUNB	CG_A549	
71	JUND	CG_A549	0.5049240088872059
72	KLF1	CG_A549	
73	KLF13	CG_A549	
74	KLF16	CG_A549	
75	KLF5	CG_A549	
76	KLF6	CG_A549	
77	MAFF	CG_A549	
78	MAFK	CG_A549	0.6561987215819635
79	MAX	CG_A549	0.5397515399043279
80	MAZ	CG_A549	0.5385746794336361
81	MEF2A	CG_A549	
82	MEF2C	CG_A549	
83	MEIS2	CG_A549	
84	MGA	CG_A549	
85	MITF	CG_A549	
86	MLX	CG_A549	
87	MXI1	CG_A549	
88	MYB	CG_A549	
89	MYC	CG_A549	0.5901161644189166
90	NEUROD1	CG_A549	
91	NFATC1	CG_A549	
92	NFATC3	CG_A549	
93	NFE2	CG_A549	
94	NFE2L2	CG_A549	0.7661805090715148
95	NFIA	CG_A549	
96	NFIL3	CG_A549	
97	NFYA	CG_A549	
98	NFYB	CG_A549	
99	NFYC	CG_A549	
100	NKX2-1	CG_A549	0.6602808589555701
101	NR2C1	CG_A549	
102	NR2C2	CG_A549	
103	NR2F1	CG_A549	
104	NR2F6	CG_A549	
105	NR3C1	CG_A549	0.6713268374395723
106	NRF1	CG_A549	
107	PAX5	CG_A549	
108	PBX2	CG_A549	
109	PBX3	CG_A549	0.6243337451286938
110	PKNOX1	CG_A549	
111	PLAG1	CG_A549	
112	POU2F2	CG_A549	
113	PPARG	CG_A549	
114	PRDM1	CG_A549	
115	RBPJ	CG_A549	
116	RELA	CG_A549	
117	RELB	CG_A549	
118	REST	CG_A549	0.7878661954217769
119	RFX1	CG_A549	
120	RFX3	CG_A549	
121	RFX5	CG_A549	0.7743389690430809
122	RUNX1	CG_A549	
123	RUNX3	CG_A549	
124	RXRA	CG_A549	
125	RXRB	CG_A549	
126	SIX5	CG_A549	0.8775880523129411
127	SMAD1	CG_A549	
128	SMAD4	CG_A549	
129	SMARCC1	CG_A549	0.7857589622562916
130	SMARCC2	CG_A549	
131	SOX6	CG_A549	
132	SP1	CG_A549	0.5325869202105984
133	SP2	CG_A549	
134	SP5	CG_A549	
135	SPDEF	CG_A549	0.6108585246570497
136	SPI1	CG_A549	
137	SREBF1	CG_A549	0.11590524343213053
138	SREBF2	CG_A549	
139	SRF	CG_A549	
140	STAT1	CG_A549	
141	STAT2	CG_A549	
142	STAT3	CG_A549	
143	STAT5A	CG_A549	
144	TAL1	CG_A549	
145	TBX21	CG_A549	
146	TBX3	CG_A549	
147	TCF12	CG_A549	0.4875063543936093
148	TCF3	CG_A549	
149	TCF7	CG_A549	
150	TCF7L2	CG_A549	
151	TEAD1	CG_A549	
152	TEAD3	CG_A549	
153	TFAP4	CG_A549	
154	TFDP1	CG_A549	
155	TFE3	CG_A549	
156	TGIF2	CG_A549	
157	THAP1	CG_A549	
158	THRB	CG_A549	
159	TP53	CG_A549	0.8020449459531602
160	TP73	CG_A549	
161	USF1	CG_A549	0.6853881442497043
162	USF2	CG_A549	0.8215065484297569
163	YY1	CG_A549	0.7554932961391804
164	YY2	CG_A549	
165	ZBED1	CG_A549	
166	ZBTB33	CG_A549	
167	ZBTB7A	CG_A549	
168	ZEB1	CG_A549	
169	ZFX	CG_A549	
170	ZKSCAN1	CG_A549	
171	ZNF143	CG_A549	
172	ZNF148	CG_A549	
173	ZNF263	CG_A549	
174	ZNF274	CG_A549	
175	ZNF282	CG_A549	
176	ZNF384	CG_A549	
177	ZNF589	CG_A549	
178	ZNF652	CG_A549	
179	ZNF740	CG_A549	
180	ZNF75A	CG_A549	
181	AR	nonCG_A549	
182	ARID3A	nonCG_A549	
183	ATF1	nonCG_A549	
184	ATF2	nonCG_A549	
185	ATF3	nonCG_A549	0.6015410737576818
186	ATF4	nonCG_A549	
187	ATF7	nonCG_A549	
188	BACH1	nonCG_A549	
189	BATF	nonCG_A549	
190	BATF3	nonCG_A549	
191	BCL11A	nonCG_A549	
192	BCL6	nonCG_A549	
193	BHLHE40	nonCG_A549	
194	CBFB	nonCG_A549	
195	CEBPA	nonCG_A549	
196	CEBPB	nonCG_A549	0.7328265180849941
197	CEBPD	nonCG_A549	
198	CEBPG	nonCG_A549	
199	CEBPZ	nonCG_A549	
200	CREB3	nonCG_A549	
201	CREB3L1	nonCG_A549	
202	CREM	nonCG_A549	
203	CTCF	nonCG_A549	0.845999000285203
204	CTCFL	nonCG_A549	
205	CUX1	nonCG_A549	
206	E2F1	nonCG_A549	
207	E2F4	nonCG_A549	
208	E2F6	nonCG_A549	0.5569589437499588
209	E2F8	nonCG_A549	
210	EBF1	nonCG_A549	
211	EGR1	nonCG_A549	
212	ELF1	nonCG_A549	0.7138610067384847
213	ELF3	nonCG_A549	
214	ELF4	nonCG_A549	
215	ELK1	nonCG_A549	
216	ELK4	nonCG_A549	
217	ERG	nonCG_A549	
218	ESRRA	nonCG_A549	0.6040972732396099
219	ETS1	nonCG_A549	0.893183932395434
220	ETV1	nonCG_A549	
221	ETV4	nonCG_A549	
222	ETV5	nonCG_A549	
223	ETV6	nonCG_A549	
224	FOS	nonCG_A549	
225	FOSL1	nonCG_A549	0.6772599366612325
226	FOSL2	nonCG_A549	0.7179192122230501
227	FOXA2	nonCG_A549	0.6912211209243004
228	FOXA3	nonCG_A549	
229	FOXO3	nonCG_A549	
230	FOXP1	nonCG_A549	
231	GABPA	nonCG_A549	0.6695133053788566
232	GATA1	nonCG_A549	
233	GATA2	nonCG_A549	
234	GATA3	nonCG_A549	0.7230666533188602
235	GATA4	nonCG_A549	
236	GFI1B	nonCG_A549	
237	HES1	nonCG_A549	
238	HLF	nonCG_A549	
239	HNF1A	nonCG_A549	
240	HNF4A	nonCG_A549	
241	HNF4G	nonCG_A549	
242	HOMEZ	nonCG_A549	
243	HOXB13	nonCG_A549	
244	HSF1	nonCG_A549	
245	IRF1	nonCG_A549	
246	IRF2	nonCG_A549	
247	IRF3	nonCG_A549	
248	IRF4	nonCG_A549	
249	IRF5	nonCG_A549	
250	JUN	nonCG_A549	0.6241117790228269
251	JUNB	nonCG_A549	
252	JUND	nonCG_A549	0.7393786934056709
253	KLF1	nonCG_A549	
254	KLF13	nonCG_A549	
255	KLF16	nonCG_A549	
256	KLF5	nonCG_A549	
257	KLF6	nonCG_A549	
258	MAFF	nonCG_A549	
259	MAFK	nonCG_A549	0.7259363563663164
260	MAX	nonCG_A549	0.6247567035654391
261	MAZ	nonCG_A549	0.5499149703684433
262	MEF2A	nonCG_A549	
263	MEF2C	nonCG_A549	
264	MEIS2	nonCG_A549	
265	MGA	nonCG_A549	
266	MITF	nonCG_A549	
267	MLX	nonCG_A549	
268	MXI1	nonCG_A549	
269	MYB	nonCG_A549	
270	MYC	nonCG_A549	0.5384150833019943
271	NEUROD1	nonCG_A549	
272	NFATC1	nonCG_A549	
273	NFATC3	nonCG_A549	
274	NFE2	nonCG_A549	
275	NFE2L2	nonCG_A549	0.8493122894502828
276	NFIA	nonCG_A549	
277	NFIL3	nonCG_A549	
278	NFYA	nonCG_A549	
279	NFYB	nonCG_A549	
280	NFYC	nonCG_A549	
281	NKX2-1	nonCG_A549	0.5767111370895586
282	NR2C1	nonCG_A549	
283	NR2C2	nonCG_A549	
284	NR2F1	nonCG_A549	
285	NR2F6	nonCG_A549	
286	NR3C1	nonCG_A549	0.7207207504756509
287	NRF1	nonCG_A549	
288	PAX5	nonCG_A549	
289	PBX2	nonCG_A549	
290	PBX3	nonCG_A549	0.5993373964412534
291	PKNOX1	nonCG_A549	
292	PLAG1	nonCG_A549	
293	POU2F2	nonCG_A549	
294	PPARG	nonCG_A549	
295	PRDM1	nonCG_A549	
296	RBPJ	nonCG_A549	
297	RELA	nonCG_A549	
298	RELB	nonCG_A549	
299	REST	nonCG_A549	0.8013665782154299
300	RFX1	nonCG_A549	
301	RFX3	nonCG_A549	
302	RFX5	nonCG_A549	0.8094978370969431
303	RUNX1	nonCG_A549	
304	RUNX3	nonCG_A549	
305	RXRA	nonCG_A549	
306	RXRB	nonCG_A549	
307	SIX5	nonCG_A549	0.8545477664464572
308	SMAD1	nonCG_A549	
309	SMAD4	nonCG_A549	
310	SMARCC1	nonCG_A549	0.6424813359016002
311	SMARCC2	nonCG_A549	
312	SOX6	nonCG_A549	
313	SP1	nonCG_A549	0.5529950735102662
314	SP2	nonCG_A549	
315	SP5	nonCG_A549	
316	SPDEF	nonCG_A549	0.6277524702592523
317	SPI1	nonCG_A549	
318	SREBF1	nonCG_A549	0.6474324558607137
319	SREBF2	nonCG_A549	
320	SRF	nonCG_A549	
321	STAT1	nonCG_A549	
322	STAT2	nonCG_A549	
323	STAT3	nonCG_A549	
324	STAT5A	nonCG_A549	
325	TAL1	nonCG_A549	
326	TBX21	nonCG_A549	
327	TBX3	nonCG_A549	
328	TCF12	nonCG_A549	0.5486746472572134
329	TCF3	nonCG_A549	
330	TCF7	nonCG_A549	
331	TCF7L2	nonCG_A549	
332	TEAD1	nonCG_A549	
333	TEAD3	nonCG_A549	
334	TFAP4	nonCG_A549	
335	TFDP1	nonCG_A549	
336	TFE3	nonCG_A549	
337	TGIF2	nonCG_A549	
338	THAP1	nonCG_A549	
339	THRB	nonCG_A549	
340	TP53	nonCG_A549	0.8457634230529633
341	TP73	nonCG_A549	
342	USF1	nonCG_A549	0.8160590562104674
343	USF2	nonCG_A549	0.7718148475067022
344	YY1	nonCG_A549	0.7274299655392289
345	YY2	nonCG_A549	
346	ZBED1	nonCG_A549	
347	ZBTB33	nonCG_A549	
348	ZBTB7A	nonCG_A549	
349	ZEB1	nonCG_A549	
350	ZFX	nonCG_A549	
351	ZKSCAN1	nonCG_A549	
352	ZNF143	nonCG_A549	
353	ZNF148	nonCG_A549	
354	ZNF263	nonCG_A549	
355	ZNF274	nonCG_A549	
356	ZNF282	nonCG_A549	
357	ZNF384	nonCG_A549	
358	ZNF589	nonCG_A549	
359	ZNF652	nonCG_A549	
360	ZNF740	nonCG_A549	
361	ZNF75A	nonCG_A549	
362	AR	CG_GM12878	
363	ARID3A	CG_GM12878	0.5282735383200118
364	ATF1	CG_GM12878	
365	ATF2	CG_GM12878	0.8334185922214216
366	ATF3	CG_GM12878	0.7714894057082398
367	ATF4	CG_GM12878	
368	ATF7	CG_GM12878	0.8550986210417021
369	BACH1	CG_GM12878	0.5824826832678986
370	BATF	CG_GM12878	0.6907758093458021
371	BATF3	CG_GM12878	0.5410773270094011
372	BCL11A	CG_GM12878	0.6710341876121344
373	BCL6	CG_GM12878	
374	BHLHE40	CG_GM12878	0.593101183036051
375	CBFB	CG_GM12878	0.5386647730411128
376	CEBPA	CG_GM12878	
377	CEBPB	CG_GM12878	0.4056423389753071
378	CEBPD	CG_GM12878	
379	CEBPG	CG_GM12878	
380	CEBPZ	CG_GM12878	0.6969739998529931
381	CREB3	CG_GM12878	
382	CREB3L1	CG_GM12878	
383	CREM	CG_GM12878	0.666635993663094
384	CTCF	CG_GM12878	0.8454561842293755
385	CTCFL	CG_GM12878	
386	CUX1	CG_GM12878	
387	E2F1	CG_GM12878	
388	E2F4	CG_GM12878	
389	E2F6	CG_GM12878	
390	E2F8	CG_GM12878	0.5165383456586695
391	EBF1	CG_GM12878	0.5973785882424797
392	EGR1	CG_GM12878	0.6914636001147917
393	ELF1	CG_GM12878	0.6548174556422364
394	ELF3	CG_GM12878	
395	ELF4	CG_GM12878	
396	ELK1	CG_GM12878	
397	ELK4	CG_GM12878	
398	ERG	CG_GM12878	
399	ESRRA	CG_GM12878	0.6873314118979439
400	ETS1	CG_GM12878	0.8254078587249647
401	ETV1	CG_GM12878	
402	ETV4	CG_GM12878	
403	ETV5	CG_GM12878	
404	ETV6	CG_GM12878	0.6609637937521465
405	FOS	CG_GM12878	
406	FOSL1	CG_GM12878	
407	FOSL2	CG_GM12878	
408	FOXA2	CG_GM12878	
409	FOXA3	CG_GM12878	
410	FOXO3	CG_GM12878	
411	FOXP1	CG_GM12878	
412	GABPA	CG_GM12878	0.7503715642748271
413	GATA1	CG_GM12878	
414	GATA2	CG_GM12878	
415	GATA3	CG_GM12878	
416	GATA4	CG_GM12878	
417	GFI1B	CG_GM12878	
418	HES1	CG_GM12878	
419	HLF	CG_GM12878	
420	HNF1A	CG_GM12878	
421	HNF4A	CG_GM12878	
422	HNF4G	CG_GM12878	
423	HOMEZ	CG_GM12878	
424	HOXB13	CG_GM12878	
425	HSF1	CG_GM12878	0.5326709187270922
426	IRF1	CG_GM12878	
427	IRF2	CG_GM12878	
428	IRF3	CG_GM12878	0.4635488021982274
429	IRF4	CG_GM12878	0.636987902380906
430	IRF5	CG_GM12878	0.556547569976862
431	JUN	CG_GM12878	
432	JUNB	CG_GM12878	0.7144933264708808
433	JUND	CG_GM12878	0.4695480051357648
434	KLF1	CG_GM12878	
435	KLF13	CG_GM12878	
436	KLF16	CG_GM12878	
437	KLF5	CG_GM12878	0.5302753926586111
438	KLF6	CG_GM12878	
439	MAFF	CG_GM12878	0.8640631408335984
440	MAFK	CG_GM12878	0.6226410090346988
441	MAX	CG_GM12878	0.5279929340129877
442	MAZ	CG_GM12878	0.5282209413294003
443	MEF2A	CG_GM12878	0.7263739008792967
444	MEF2C	CG_GM12878	0.647749243393094
445	MEIS2	CG_GM12878	
446	MGA	CG_GM12878	
447	MITF	CG_GM12878	
448	MLX	CG_GM12878	
449	MXI1	CG_GM12878	0.6329736141290352
450	MYB	CG_GM12878	0.5
451	MYC	CG_GM12878	0.5337823293785982
452	NEUROD1	CG_GM12878	
453	NFATC1	CG_GM12878	0.5604240222415527
454	NFATC3	CG_GM12878	0.8427697016067329
455	NFE2	CG_GM12878	
456	NFE2L2	CG_GM12878	
457	NFIA	CG_GM12878	
458	NFIL3	CG_GM12878	
459	NFYA	CG_GM12878	0.6243172344559131
460	NFYB	CG_GM12878	0.6556310897980385
461	NFYC	CG_GM12878	
462	NKX2-1	CG_GM12878	
463	NR2C1	CG_GM12878	0.6243721383712078
464	NR2C2	CG_GM12878	0.8210234145203019
465	NR2F1	CG_GM12878	0.6305507555694796
466	NR2F6	CG_GM12878	
467	NR3C1	CG_GM12878	0.4560007557260784
468	NRF1	CG_GM12878	0.7698676765681731
469	PAX5	CG_GM12878	0.6756275923947838
470	PBX2	CG_GM12878	
471	PBX3	CG_GM12878	0.6158478897777268
472	PKNOX1	CG_GM12878	0.5806942819963645
473	PLAG1	CG_GM12878	
474	POU2F2	CG_GM12878	0.6978358832322166
475	PPARG	CG_GM12878	
476	PRDM1	CG_GM12878	
477	RBPJ	CG_GM12878	
478	RELA	CG_GM12878	0.6573179732263763
479	RELB	CG_GM12878	0.5530131773113602
480	REST	CG_GM12878	0.8474207517602965
481	RFX1	CG_GM12878	
482	RFX3	CG_GM12878	
483	RFX5	CG_GM12878	0.7376468662099457
484	RUNX1	CG_GM12878	
485	RUNX3	CG_GM12878	0.7047501936954713
486	RXRA	CG_GM12878	
487	RXRB	CG_GM12878	
488	SIX5	CG_GM12878	0.5818488289567069
489	SMAD1	CG_GM12878	0.4148630830737928
490	SMAD4	CG_GM12878	
491	SMARCC1	CG_GM12878	
492	SMARCC2	CG_GM12878	
493	SOX6	CG_GM12878	
494	SP1	CG_GM12878	0.572020804868481
495	SP2	CG_GM12878	
496	SP5	CG_GM12878	
497	SPDEF	CG_GM12878	
498	SPI1	CG_GM12878	0.7356304661068029
499	SREBF1	CG_GM12878	
500	SREBF2	CG_GM12878	
501	SRF	CG_GM12878	0.6951365554670106
502	STAT1	CG_GM12878	
503	STAT2	CG_GM12878	0.3759030812634839
504	STAT3	CG_GM12878	
505	STAT5A	CG_GM12878	
506	TAL1	CG_GM12878	
507	TBX21	CG_GM12878	0.5183291467751378
508	TBX3	CG_GM12878	
509	TCF12	CG_GM12878	0.5076387809026991
510	TCF3	CG_GM12878	0.514000624432761
511	TCF7	CG_GM12878	0.6508470798038342
512	TCF7L2	CG_GM12878	
513	TEAD1	CG_GM12878	
514	TEAD3	CG_GM12878	
515	TFAP4	CG_GM12878	
516	TFDP1	CG_GM12878	
517	TFE3	CG_GM12878	
518	TGIF2	CG_GM12878	
519	THAP1	CG_GM12878	
520	THRB	CG_GM12878	
521	TP53	CG_GM12878	
522	TP73	CG_GM12878	0.7119563252941535
523	USF1	CG_GM12878	0.6964377599828382
524	USF2	CG_GM12878	0.8003438078602563
525	YY1	CG_GM12878	0.7319921670454557
526	YY2	CG_GM12878	
527	ZBED1	CG_GM12878	0.6722967251942219
528	ZBTB33	CG_GM12878	0.7179510355710503
529	ZBTB7A	CG_GM12878	
530	ZEB1	CG_GM12878	0.4650973591905832
531	ZFX	CG_GM12878	
532	ZKSCAN1	CG_GM12878	
533	ZNF143	CG_GM12878	0.7546278992021024
534	ZNF148	CG_GM12878	
535	ZNF263	CG_GM12878	
536	ZNF274	CG_GM12878	
537	ZNF282	CG_GM12878	
538	ZNF384	CG_GM12878	
539	ZNF589	CG_GM12878	
540	ZNF652	CG_GM12878	
541	ZNF740	CG_GM12878	
542	ZNF75A	CG_GM12878	
543	AR	nonCG_GM12878	
544	ARID3A	nonCG_GM12878	0.4707287106757185
545	ATF1	nonCG_GM12878	
546	ATF2	nonCG_GM12878	0.5464696930031909
547	ATF3	nonCG_GM12878	0.7096539441525024
548	ATF4	nonCG_GM12878	
549	ATF7	nonCG_GM12878	0.7087533272032303
550	BACH1	nonCG_GM12878	0.5645797458283188
551	BATF	nonCG_GM12878	0.6722043295526124
552	BATF3	nonCG_GM12878	0.41954048281227707
553	BCL11A	nonCG_GM12878	0.7376658971953698
554	BCL6	nonCG_GM12878	
555	BHLHE40	nonCG_GM12878	0.6561766417764004
556	CBFB	nonCG_GM12878	0.6734311532114968
557	CEBPA	nonCG_GM12878	
558	CEBPB	nonCG_GM12878	0.7008439653907749
559	CEBPD	nonCG_GM12878	
560	CEBPG	nonCG_GM12878	
561	CEBPZ	nonCG_GM12878	0.7337484454908754
562	CREB3	nonCG_GM12878	
563	CREB3L1	nonCG_GM12878	
564	CREM	nonCG_GM12878	0.5612857598601355
565	CTCF	nonCG_GM12878	0.8501789998878616
566	CTCFL	nonCG_GM12878	
567	CUX1	nonCG_GM12878	
568	E2F1	nonCG_GM12878	
569	E2F4	nonCG_GM12878	
570	E2F6	nonCG_GM12878	
571	E2F8	nonCG_GM12878	0.4755718140392601
572	EBF1	nonCG_GM12878	0.7281585590386837
573	EGR1	nonCG_GM12878	0.6157360949869917
574	ELF1	nonCG_GM12878	0.6972072766102358
575	ELF3	nonCG_GM12878	
576	ELF4	nonCG_GM12878	
577	ELK1	nonCG_GM12878	
578	ELK4	nonCG_GM12878	
579	ERG	nonCG_GM12878	
580	ESRRA	nonCG_GM12878	0.6561442844606118
581	ETS1	nonCG_GM12878	0.9463412367747892
582	ETV1	nonCG_GM12878	
583	ETV4	nonCG_GM12878	
584	ETV5	nonCG_GM12878	
585	ETV6	nonCG_GM12878	0.5530121013670495
586	FOS	nonCG_GM12878	
587	FOSL1	nonCG_GM12878	
588	FOSL2	nonCG_GM12878	
589	FOXA2	nonCG_GM12878	
590	FOXA3	nonCG_GM12878	
591	FOXO3	nonCG_GM12878	
592	FOXP1	nonCG_GM12878	
593	GABPA	nonCG_GM12878	0.7291864068614407
594	GATA1	nonCG_GM12878	
595	GATA2	nonCG_GM12878	
596	GATA3	nonCG_GM12878	
597	GATA4	nonCG_GM12878	
598	GFI1B	nonCG_GM12878	
599	HES1	nonCG_GM12878	
600	HLF	nonCG_GM12878	
601	HNF1A	nonCG_GM12878	
602	HNF4A	nonCG_GM12878	
603	HNF4G	nonCG_GM12878	
604	HOMEZ	nonCG_GM12878	
605	HOXB13	nonCG_GM12878	
606	HSF1	nonCG_GM12878	0.2918387779037561
607	IRF1	nonCG_GM12878	
608	IRF2	nonCG_GM12878	
609	IRF3	nonCG_GM12878	0.456576189051942
610	IRF4	nonCG_GM12878	0.6590741439452776
611	IRF5	nonCG_GM12878	0.5162364781645328
612	JUN	nonCG_GM12878	
613	JUNB	nonCG_GM12878	0.6265144077749315
614	JUND	nonCG_GM12878	0.7225419344397576
615	KLF1	nonCG_GM12878	
616	KLF13	nonCG_GM12878	
617	KLF16	nonCG_GM12878	
618	KLF5	nonCG_GM12878	0.5303299287916051
619	KLF6	nonCG_GM12878	
620	MAFF	nonCG_GM12878	0.8774202275670976
621	MAFK	nonCG_GM12878	0.826812784386016
622	MAX	nonCG_GM12878	0.5916701847048641
623	MAZ	nonCG_GM12878	0.5491782798087912
624	MEF2A	nonCG_GM12878	0.6534651414899245
625	MEF2C	nonCG_GM12878	0.7498929712565705
626	MEIS2	nonCG_GM12878	
627	MGA	nonCG_GM12878	
628	MITF	nonCG_GM12878	
629	MLX	nonCG_GM12878	
630	MXI1	nonCG_GM12878	0.3783025602639276
631	MYB	nonCG_GM12878	0.5
632	MYC	nonCG_GM12878	0.5175458505651227
633	NEUROD1	nonCG_GM12878	
634	NFATC1	nonCG_GM12878	0.5534388217073719
635	NFATC3	nonCG_GM12878	0.5039324539508693
636	NFE2	nonCG_GM12878	
637	NFE2L2	nonCG_GM12878	
638	NFIA	nonCG_GM12878	
639	NFIL3	nonCG_GM12878	
640	NFYA	nonCG_GM12878	0.6497502459189899
641	NFYB	nonCG_GM12878	0.7492650182386568
642	NFYC	nonCG_GM12878	
643	NKX2-1	nonCG_GM12878	
644	NR2C1	nonCG_GM12878	0.7339756667234316
645	NR2C2	nonCG_GM12878	0.9330782646290718
646	NR2F1	nonCG_GM12878	0.6679711141546653
647	NR2F6	nonCG_GM12878	
648	NR3C1	nonCG_GM12878	0.5654446502415666
649	NRF1	nonCG_GM12878	0.8435179798014885
650	PAX5	nonCG_GM12878	0.6965821964125875
651	PBX2	nonCG_GM12878	
652	PBX3	nonCG_GM12878	0.5834492614802338
653	PKNOX1	nonCG_GM12878	0.5256423205973224
654	PLAG1	nonCG_GM12878	
655	POU2F2	nonCG_GM12878	0.7237839260016149
656	PPARG	nonCG_GM12878	
657	PRDM1	nonCG_GM12878	
658	RBPJ	nonCG_GM12878	
659	RELA	nonCG_GM12878	0.7054454275756813
660	RELB	nonCG_GM12878	0.6311814865728944
661	REST	nonCG_GM12878	0.8416497796118311
662	RFX1	nonCG_GM12878	
663	RFX3	nonCG_GM12878	
664	RFX5	nonCG_GM12878	0.8305725523953552
665	RUNX1	nonCG_GM12878	
666	RUNX3	nonCG_GM12878	0.6209014833477488
667	RXRA	nonCG_GM12878	
668	RXRB	nonCG_GM12878	
669	SIX5	nonCG_GM12878	0.8517274412947835
670	SMAD1	nonCG_GM12878	0.479309802604895
671	SMAD4	nonCG_GM12878	
672	SMARCC1	nonCG_GM12878	
673	SMARCC2	nonCG_GM12878	
674	SOX6	nonCG_GM12878	
675	SP1	nonCG_GM12878	0.5529832611878032
676	SP2	nonCG_GM12878	
677	SP5	nonCG_GM12878	
678	SPDEF	nonCG_GM12878	
679	SPI1	nonCG_GM12878	0.7885587197632455
680	SREBF1	nonCG_GM12878	
681	SREBF2	nonCG_GM12878	
682	SRF	nonCG_GM12878	0.7440531209014418
683	STAT1	nonCG_GM12878	
684	STAT2	nonCG_GM12878	0.6006366126225242
685	STAT3	nonCG_GM12878	
686	STAT5A	nonCG_GM12878	
687	TAL1	nonCG_GM12878	
688	TBX21	nonCG_GM12878	0.5308005014370978
689	TBX3	nonCG_GM12878	
690	TCF12	nonCG_GM12878	0.5847190507051875
691	TCF3	nonCG_GM12878	0.4543733754431639
692	TCF7	nonCG_GM12878	0.5949208499572718
693	TCF7L2	nonCG_GM12878	
694	TEAD1	nonCG_GM12878	
695	TEAD3	nonCG_GM12878	
696	TFAP4	nonCG_GM12878	
697	TFDP1	nonCG_GM12878	
698	TFE3	nonCG_GM12878	
699	TGIF2	nonCG_GM12878	
700	THAP1	nonCG_GM12878	
701	THRB	nonCG_GM12878	
702	TP53	nonCG_GM12878	
703	TP73	nonCG_GM12878	0.7490986350038705
704	USF1	nonCG_GM12878	0.8294339177457828
705	USF2	nonCG_GM12878	0.7549232199445157
706	YY1	nonCG_GM12878	0.7209652565856732
707	YY2	nonCG_GM12878	
708	ZBED1	nonCG_GM12878	0.7316675101214576
709	ZBTB33	nonCG_GM12878	0.5343005223636956
710	ZBTB7A	nonCG_GM12878	
711	ZEB1	nonCG_GM12878	0.5663516364011513
712	ZFX	nonCG_GM12878	
713	ZKSCAN1	nonCG_GM12878	
714	ZNF143	nonCG_GM12878	0.8637743899207108
715	ZNF148	nonCG_GM12878	
716	ZNF263	nonCG_GM12878	
717	ZNF274	nonCG_GM12878	
718	ZNF282	nonCG_GM12878	
719	ZNF384	nonCG_GM12878	
720	ZNF589	nonCG_GM12878	
721	ZNF652	nonCG_GM12878	
722	ZNF740	nonCG_GM12878	
723	ZNF75A	nonCG_GM12878	
724	AR	CG_HeLa	
725	ARID3A	CG_HeLa	
726	ATF1	CG_HeLa	
727	ATF2	CG_HeLa	
728	ATF3	CG_HeLa	
729	ATF4	CG_HeLa	
730	ATF7	CG_HeLa	
731	BACH1	CG_HeLa	
732	BATF	CG_HeLa	
733	BATF3	CG_HeLa	
734	BCL11A	CG_HeLa	
735	BCL6	CG_HeLa	
736	BHLHE40	CG_HeLa	
737	CBFB	CG_HeLa	
738	CEBPA	CG_HeLa	
739	CEBPB	CG_HeLa	0.2810002599131239
740	CEBPD	CG_HeLa	
741	CEBPG	CG_HeLa	
742	CEBPZ	CG_HeLa	
743	CREB3	CG_HeLa	
744	CREB3L1	CG_HeLa	
745	CREM	CG_HeLa	
746	CTCF	CG_HeLa	0.8339040391430765
747	CTCFL	CG_HeLa	
748	CUX1	CG_HeLa	
749	E2F1	CG_HeLa	0.5652078521366055
